progname,probsize,OMP_NUM_THREADS,OMP_PROC_BIND,OMP_PLACES,OMP_SCHEDULE,xtime,stddev
bfs_rodinia,lrgprob,40,close,cores,"guided,256",0.036441,0.0016192834835197973
bfs_rodinia,lrgprob,40,close,cores,"guided,32",0.036568333333333335,0.002403467980509273
bfs_rodinia,lrgprob,40,close,cores,"guided,512",0.033859,0.0005509836658195922
bfs_rodinia,lrgprob,40,close,cores,"guided,64",0.035027333333333334,0.0024740016841815903
bfs_rodinia,lrgprob,40,close,cores,"guided,8",0.107696,0.12044337001678426
bfs_rodinia,lrgprob,40,close,cores,static,0.03287233333333334,0.0012624976567634978
bfs_rodinia,lrgprob,40,close,cores,"static,1",0.2911886666666667,0.0009963083525361695
bfs_rodinia,lrgprob,40,close,cores,"static,128",0.049114,0.0017612958297798787
bfs_rodinia,lrgprob,40,close,cores,"static,256",0.044152000000000004,0.0018431310316957914
bfs_rodinia,lrgprob,40,close,cores,"static,32",0.08014933333333334,0.0018468484868373253
bfs_rodinia,lrgprob,40,close,cores,"static,512",0.038134,0.0008729742264236672
bfs_rodinia,lrgprob,40,close,cores,"static,64",0.07362533333333333,0.011926665977268465
bfs_rodinia,lrgprob,40,close,cores,"static,8",0.14154599999999998,0.0018796864100163134
bfs_rodinia,lrgprob,40,close,sockets,"dynamic,1",1.7722193333333334,0.008920350460230373
bfs_rodinia,lrgprob,40,close,sockets,"dynamic,128",0.12690466666666667,0.007983657202894763
bfs_rodinia,lrgprob,40,close,sockets,"dynamic,256",0.11495666666666667,0.005882535961074387
bfs_rodinia,lrgprob,40,close,sockets,"dynamic,32",0.224097,0.043873944579898454
bfs_rodinia,lrgprob,40,close,sockets,"dynamic,512",0.074518,0.012398609962411109
bfs_rodinia,lrgprob,40,close,sockets,"dynamic,64",0.1698373333333333,0.032374762274545485
